GeneName,isSU2CSurfaceProtein,isSurfaceomeSurfaceProtein,isCDDSurfaceProtein,isGOSurfaceProtein,isSurfaceProteinEvidence,AmiGo...GO..Intrinsic,AmiGo...GO..Extrinsic,knowledge,experiments,prediction,textmining,CellSurfaceProteinAtlas,HumanProteinAtlas,Evidence_count,NewCount
KCNAB1,N,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
KALRN,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
JUP,N,N,N,Y,Y,NA,plasma-membrane|cell|catenin-complex|cellular_component|cell-periphery|protein-complex|plasma-membrane-part|membrane|macromolecular-complex|cell-part|BFO_0000001|membrane-part|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
JAKMIP2,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
JAK2,N,N,N,Y,Y,NA,plasma-membrane|cell|cellular_component|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|cell-periphery|intracellular|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|cell-part|side-of-membrane|BFO_0000001|cytoplasmic-side-of-plasma-membrane|intracellular-part|cytoplasmic-side-of-membrane|membrane-part|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
ITLN1,N,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|anchored-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
ITIH4,N,N,Y,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
ITIH2,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
IRS1,N,N,N,Y,Y,catalytic-complex|plasma-membrane|protein-kinase-complex|intrinsic-component-of-plasma-membrane|cell|intrinsic-component-of-membrane|cellular_component|cell-periphery|receptor-complex|protein-complex|plasma-membrane-part|membrane|integral-component-of-plasma-membrane|insulin-receptor-complex|macromolecular-complex|cell-part|transferase-complex|BFO_0000001|integral-component-of-membrane|membrane-part,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
IRAK1,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
INPPL1,N,N,Y,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
INPP5J,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,Y,3,4
INPP5B,N,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
IMMT,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
IL6,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
IL4,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
IL22RA2,N,N,Y,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
IL17A,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
IL16,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
IL15,N,N,N,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
IL12B,Y,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
IKZF3,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
IGFBP3,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
IFNL1,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
IFI27L2,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
IDE,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
ICA1,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
HYOU1,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
HYLS1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
HTATIP2,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
HSPA9,Y,N,N,Y,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
HSPA2,Y,N,N,N,Y,plasma-membrane|cation-channel-complex|transmembrane-transporter-complex|ion-channel-complex|cell|CatSper-complex|intrinsic-component-of-membrane|calcium-channel-complex|cellular_component|voltage-gated-calcium-channel-complex|cell-periphery|protein-complex|plasma-membrane-part|membrane|macromolecular-complex|cell-part|BFO_0000001|integral-component-of-membrane|membrane-part|transporter-complex,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
HSPA13,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
HSP90B1,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,Y,N,3,4
HSP90AA1,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,Y,N,3,4
HS6ST3,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
HS3ST2,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
HRG,N,N,Y,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
HRCT1,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
HPS1,N,N,N,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
HP,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
HOMER3,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
HOMER2,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
HN1L,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
HMMR,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
HMGB1,Y,N,N,Y,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
HMGA2,Y,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
HILPDA,Y,N,N,Y,Y,NA,NA,NA,NA,NA,NA,N,Y,4,4
HIC2,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
HEXB,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
HERC5,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
HERC2,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
HDAC6,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
HCK,N,N,N,Y,Y,NA,plasma-membrane|cell|cellular_component|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|cell-periphery|intracellular|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|cell-part|side-of-membrane|BFO_0000001|cytoplasmic-side-of-plasma-membrane|intracellular-part|cytoplasmic-side-of-membrane|membrane-part|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
HCFC2,N,N,Y,N,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
GULP1,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
GPX8,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
GPRIN1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
GPIHBP1,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
GNGT1,N,N,N,Y,Y,NA,catalytic-complex|plasma-membrane|heterotrimeric-G-protein-complex|cell|cellular_component|cell-periphery|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|intracellular|protein-complex|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|macromolecular-complex|cell-part|BFO_0000001|side-of-membrane|cytoplasmic-side-of-plasma-membrane|intracellular-part|membrane-part|cytoplasmicsideofmembrane|extrinsiccomponentofplasmamembrane|extrinsiccomponentofmembrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
GNG8,N,N,N,Y,Y,NA,catalytic-complex|plasma-membrane|heterotrimeric-G-protein-complex|cell|cellular_component|cell-periphery|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|intracellular|protein-complex|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|macromolecular-complex|cell-part|BFO_0000001|side-of-membrane|cytoplasmic-side-of-plasma-membrane|intracellular-part|membrane-part|cytoplasmicsideofmembrane|extrinsiccomponentofplasmamembrane|extrinsiccomponentofmembrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
GNG7,N,N,N,Y,Y,NA,catalytic-complex|plasma-membrane|heterotrimeric-G-protein-complex|cell|cellular_component|cell-periphery|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|intracellular|protein-complex|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|macromolecular-complex|cell-part|BFO_0000001|side-of-membrane|cytoplasmic-side-of-plasma-membrane|intracellular-part|membrane-part|cytoplasmicsideofmembrane|extrinsiccomponentofplasmamembrane|extrinsiccomponentofmembrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
GNG4,N,N,N,Y,Y,NA,catalytic-complex|plasma-membrane|heterotrimeric-G-protein-complex|cell|cellular_component|cell-periphery|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|intracellular|protein-complex|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|macromolecular-complex|cell-part|BFO_0000001|side-of-membrane|cytoplasmic-side-of-plasma-membrane|intracellular-part|membrane-part|cytoplasmicsideofmembrane|extrinsiccomponentofplasmamembrane|extrinsiccomponentofmembrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
GNG3,N,N,N,Y,Y,NA,catalytic-complex|plasma-membrane|heterotrimeric-G-protein-complex|cell|cellular_component|cell-periphery|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|intracellular|protein-complex|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|macromolecular-complex|cell-part|BFO_0000001|side-of-membrane|cytoplasmic-side-of-plasma-membrane|intracellular-part|membrane-part|cytoplasmicsideofmembrane|extrinsiccomponentofplasmamembrane|extrinsiccomponentofmembrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
GNG13,N,N,N,Y,Y,NA,catalytic-complex|plasma-membrane|heterotrimeric-G-protein-complex|cell|cellular_component|cell-periphery|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|intracellular|protein-complex|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|macromolecular-complex|cell-part|BFO_0000001|side-of-membrane|cytoplasmic-side-of-plasma-membrane|intracellular-part|membrane-part|cytoplasmicsideofmembrane|extrinsiccomponentofplasmamembrane|extrinsiccomponentofmembrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
GNG12,N,N,N,Y,Y,NA,catalytic-complex|plasma-membrane|heterotrimeric-G-protein-complex|cell|cellular_component|cell-periphery|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|intracellular|protein-complex|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|macromolecular-complex|cell-part|BFO_0000001|side-of-membrane|cytoplasmic-side-of-plasma-membrane|intracellular-part|membrane-part|cytoplasmicsideofmembrane|extrinsiccomponentofplasmamembrane|extrinsiccomponentofmembrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
GNG11,N,N,N,Y,Y,NA,catalytic-complex|plasma-membrane|heterotrimeric-G-protein-complex|cell|cellular_component|cell-periphery|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|intracellular|protein-complex|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|macromolecular-complex|cell-part|BFO_0000001|side-of-membrane|cytoplasmic-side-of-plasma-membrane|intracellular-part|membrane-part|cytoplasmicsideofmembrane|extrinsiccomponentofplasmamembrane|extrinsiccomponentofmembrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
GNB1,N,N,N,Y,Y,NA,catalytic-complex|plasma-membrane|heterotrimeric-G-protein-complex|cell|cellular_component|cell-periphery|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|intracellular|protein-complex|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|macromolecular-complex|cell-part|BFO_0000001|side-of-membrane|cytoplasmic-side-of-plasma-membrane|intracellular-part|membrane-part|cytoplasmicsideofmembrane|extrinsiccomponentofplasmamembrane|extrinsiccomponentofmembrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
GMPPB,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
GLB1,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
GGTA1P,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
GFRA4,N,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|anchored-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
GCNT4,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
GCC1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
GCA,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
GBAS,N,N,N,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
GAP43,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
GALNT7,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
GALNT4,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
GAL3ST2,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
GAD2,N,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|anchored-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
GABARAP,N,N,N,Y,Y,NA,membrane|BFO_0000001|cellular_component|membrane-part|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane,N,N,4,4
FYN,N,N,N,Y,Y,NA,plasma-membrane|cell|cellular_component|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|cell-periphery|intracellular|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|cell-part|side-of-membrane|BFO_0000001|cytoplasmic-side-of-plasma-membrane|intracellular-part|cytoplasmic-side-of-membrane|membrane-part|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane,N,N,4,4
FUT7,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
FUT10,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
FUNDC2,N,N,Y,N,Y,intrinsic-component-of-membrane|mitochondrial-outer-membrane|mitochondrial-envelope|envelope|intracellular-membrane-bounded-organelle|mitochondrion|intracellular|cytoplasm|organelle|outer-membrane|mitochondrial-membrane-part|membrane-bounded-organelle|organelle-membrane|BFO_0000001|intracellular-organelle|bounding-membrane-of-organelle|organelle-envelope|organelle-outer-membrane|mitochondrial-membrane|cell|cellular_component|cytoplasmic-part|intrinsic-component-of-organelle-membrane|membrane|integral-component-of-mitochondrial-membrane|integral-component-of-organelle-membrane|cell-part|intracellular-organellepart|mitochondrial-part|intrinsiccomponent-ofmitochondrial-outer-membrane|intracellular-part|integral-componentofmembrane|integral-component-of-mitochondrial-outermembrane|membrane-part|organellepart|intrinsic-componentof-mitochondrial-membrane,NA,NA,NA,NA,NA,N,N,4,4
FSTL1,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
FRMPD1,N,N,Y,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
FRK,N,N,N,Y,Y,NA,plasma-membrane|cell|cellular_component|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|cell-periphery|intracellular|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|cell-part|side-of-membrane|BFO_0000001|cytoplasmic-side-of-plasma-membrane|intracellular-part|cytoplasmic-side-of-membrane|membrane-part|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane,N,N,4,4
FOLR2,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,Y,3,4
FNIP2,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
FMNL1,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,Y,3,4
FLOT2,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
FLOT1,N,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
FLJ16124,Y,Y,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
FLG2,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
FLCN,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
FKBP7,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
FJX1,Y,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
FHL1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
FGR,N,N,N,Y,Y,NA,plasma-membrane|cell|cellular_component|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|cell-periphery|intracellular|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|cell-part|side-of-membrane|BFO_0000001|cytoplasmic-side-of-plasma-membrane|intracellular-part|cytoplasmic-side-of-membrane|membrane-part|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
FGFBP1,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
FGF6,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
FGF22,Y,N,N,Y,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
FGF10,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
FGD1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,NA,N,N,4,4
FER,N,N,N,Y,Y,NA,plasma-membrane|cell|cellular_component|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|cell-periphery|intracellular|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|cell-part|side-of-membrane|BFO_0000001|cytoplasmic-side-of-plasma-membrane|intracellular-part|cytoplasmic-side-of-membrane|membrane-part|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
FASN,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
FARS2,Y,N,N,N,Y,NA,NA,NA,NA,Plasma-membrane,NA,N,N,4,4
FARP1,N,N,N,Y,Y,NA,plasma-membrane|cell|cellular_component|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|cell-periphery|intracellular|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|cell-part|side-of-membrane|BFO_0000001|cytoplasmic-side-of-plasma-membrane|intracellular-part|cytoplasmic-side-of-membrane|membrane-part|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
FANCM,Y,Y,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
FAM209B,Y,Y,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,4,4
FAM168B,N,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
FAM129A,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
FAM126A,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
FAF1,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
FAAH2,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
F5,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,Y,N,3,4
F13A1,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
EXOC7,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane-part,N,N,4,4
EXOC1,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
EXD2,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
ESR1,N,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
ERRFI1,N,N,N,Y,Y,NA,plasma-membrane|cell|cellular_component|extrinsic-component-of-cytoplasmic-side-of-plasma-membrane|cell-periphery|intracellular|plasma-membrane-part|membrane|leaflet-of-membrane-bilayer|cell-part|side-of-membrane|BFO_0000001|cytoplasmic-side-of-plasma-membrane|intracellular-part|cytoplasmic-side-of-membrane|membrane-part|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane-part,N,N,4,4
ERLIN2,N,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
ERBB2IP,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane-part,N,N,4,4
EPS8L2,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane-part,N,N,4,4
EPS8,N,N,N,Y,Y,ionotropic-glutamate-receptor-complex|plasma-membrane|ion-channel-complex|transmembrane-transporter-complex|N-methyl-D-aspartate-selective-glutamate-receptor-complex|intrinsic-component-of-plasma-membrane|cell|intrinsic-component-of-membrane|cellular_component|cell-periphery|receptor-complex|protein-complex|plasma-membrane-part|membrane|integral-component-of-plasma-membrane|macromolecular-complex|cell-part|BFO_0000001|integral-component-of-membrane|membrane-part|transporter-complex,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
EPN1,Y,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
EPDR1,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
EPB42,N,N,Y,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
EPB41L2,N,N,N,Y,Y,NA,membrane|BFO_0000001|cellular_component|membrane-part|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane,N,N,4,4
EPB41L1,N,N,N,Y,Y,NA,membrane|BFO_0000001|cellular_component|membrane-part|extrinsic-component-of-membrane,NA,NA,NA,Plasma-membrane,N,N,4,4
ENOX1,N,N,Y,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
ENO3,Y,N,N,N,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
ENO1,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,Y,N,3,4
ENAH,N,N,N,Y,Y,NA,NA,NA,NA,Plasma-membrane,Plasma-membrane,N,N,4,4
ELN,Y,Y,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
EEF1A1,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,Y,N,3,4
EEA1,N,N,N,Y,Y,NA,plasma-membrane-part|membrane|plasma-membrane|cell-part|cell|BFO_0000001|membrane-part|cellular_component|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane|cell-periphery,NA,NA,NA,Plasma-membrane-part,N,N,4,4
ECM2,Y,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
ECM1,Y,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
EBI3,N,N,Y,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,N,N,4,4
DYNC2H1,N,N,N,Y,Y,NA,NA,NA,NA,NA,Plasma-membrane,Y,N,3,4
DST,N,N,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,Plasma-membrane-part,N,N,4,4
DPP8,Y,Y,N,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
DNASE1L1,N,N,Y,N,Y,NA,NA,NA,NA,NA,NA,Y,N,3,4
DNASE1,Y,N,Y,N,Y,NA,NA,NA,NA,NA,NA,N,N,4,4
DNAJC19,Y,N,N,N,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,NA,NA,NA,NA,N,N,4,4
DNAJC11,Y,N,N,N,Y,NA,NA,NA,NA,NA,NA,N,Y,3,4
DNAJA3,N,N,N,Y,Y,NA,plasma-membrane-part|membrane|plasma-membrane|cell-part|cell|BFO_0000001|membrane-part|cellular_component|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane|cell-periphery,NA,NA,NA,Plasma-membrane-part,N,N,4,4
